Document_ID,Source,Publication_Year,Page_Number,Chunk_ID,Language,Chunk_Text
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,58,Nigeria_MPCDSR_2022.pdf_58_2,English,"equired  for  implementation  of  PHC-
MPCDSR 
k) Ensure that causes of maternal, perinatal and child death that are related to Quality 
of Care gaps are included in Quality Improvement Plans  
l)  
 
10.2.4. Meetings 
The  PHC-MPCDSR  meetings  shall  be  quarterly  and  align  with  the  mode  of  operations  of 
SEMCHIC, and provide regular progress updates on PHC -MPCDSR implementation to the 
wider SEMCHIC and State Steering Committee on MPCDSR. 
 
10.3. 
LGA SUB-COMMITTEE 
10.3.1. Membership 
There shall be an LGA Sub-committee on PHC MPCDSR as a sub-committee of the Local 
Government  Emergency  Maternal  and  Child  Health  Intervention  Centre  (LEMCHIC)  with 
the Director PHC of the LGA providing oversight. The following shall be members: 
a) The LEMCHIC Coordinator (Secretary) 
b) The Medical Officer of Health (MOH)"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,59,Nigeria_MPCDSR_2022.pdf_59_1,English,"c) Maternal and Child Health (MCH) Coordinator 
d) The DSNO of the LGA 
e) M&E officer of the LGA 
f) LGA Health promotion officer. 
g) A representative of Association of Nurses and Midwives, LGA Branch 
h) A representative of the Community Health Practitioners Association, LGA Branch 
i) Development Partners 
j) Community based Organizations  
k) Faith based organizations 
l) Any other LGA officer that LEMCHIC may be deemed necessary  
 
10.3.2. Tenure 
Members  of  the LGA Sub-committee  on  PHC-MPCDSR  shall  hold  office  according  to 
existence  of  the  LEMCHIC  structure;  at  the  exit  of  LEMCHIC,  membership  shall  then  be 
revised in alignment with the exit strategy. 
 
10.3.3. Functions 
The responsibilities of this Sub-Committee shall include:  
a) Be responsible for the implementation of the PHC-MPCDSR activities at LGA 
level 
b) Ensure  that  all  maternal,  perinatal  and  child  deaths  in  the  PHC  facilities  and 
communities are notified and reviewed by the relevant PHC-MPCDSR 
committees. 
c) Interpret PHC-MPCDSR data and take actions that will avert deaths from similar 
occurrences  
d) Make recommendations to higher authorities for action towards th"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,59,Nigeria_MPCDSR_2022.pdf_59_2,English,"e relevant PHC-MPCDSR 
committees. 
c) Interpret PHC-MPCDSR data and take actions that will avert deaths from similar 
occurrences  
d) Make recommendations to higher authorities for action towards the reduction of 
avoidable maternal, perinatal and child deaths. 
e) Provide regular capacity building for PHC-MPCDSR officers 
f) Periodically  assess  the  accuracy,  content  and  quality  of  surveillance  reports,  and  make 
recommendations  for  use  by  health  managers  and  policy  makers  at  the  LGA  level  to 
improve the quality of maternal, perinatal and childcare."
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,60,Nigeria_MPCDSR_2022.pdf_60_1,English,"g) Engage closely, all community structures and stakeholders for support to PHC- MPCDSR 
implementation at the LGA level. 
h) Advocate for resources and other support required for implementation of PHC-
MPCDSR 
i) Support the scale-up of other PHC-MPCDSR activities in the LGA 
 
 
10.3.4. Meetings 
The  LGA  -MPCDSR  subcommittee  is  responsible  for  implementing  PHC-  MPCDSR  at  the 
LGA  level  and  shall  provide  reports  to  the  state  subcommittee  on  a  monthly  basis.  The 
committee is also expected to conduct a mortality audit for all reported cases in the LGA. The 
Director PHC must endorse all reports of this committee before it is transmitted. 
 
10.4. 
PHC FACILITY MPCDSR Sub-COMMITTEE 
10.4.1. Membership 
There  shall  be  one  (1)  PHC  facility  MPCDSR  committee  in  every  ward,  domiciled  in  the 
ward focal PHC facility which will be responsible for implementing PHC MPCDSR related 
activities in the ward. 
Membership of Primary Health Care Public MPCDSR Facilities shall include: 
a) Chairman: The person in charge (OIC) of the of the ward focal PHC facility  
b) Secretary: Head of the maternity services of the ward focal PHC facility, 
c) Desk Officer"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,60,Nigeria_MPCDSR_2022.pdf_60_2,English,"Facilities shall include: 
a) Chairman: The person in charge (OIC) of the of the ward focal PHC facility  
b) Secretary: Head of the maternity services of the ward focal PHC facility, 
c) Desk Officer: Midwife/Nurse of the ward focal PHC facility 
d) Representative of the Community Health Extension Workers 
e) The ward focal person 
f) Medical Record Officer 
g) Chairman, Ward Development Committee 
h) Community Women Leader 
i) Invited community member 
j) Heads of all other PHC facilities within the ward or representative 
 
10.4.2. Tenure"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,61,Nigeria_MPCDSR_2022.pdf_61_1,English,"Members of the Facility Sub-committee on PHC-MPCDSR shall hold office for his/her service 
period. 
 
 
10.4.3. Functions 
The PHC MPCDSR Facility Committee shall perform the following functions;  
a) Identification  of  all  Maternal,  Perinatal  and  Child  deaths  in  the  facility  and  promptly 
dispatch notifications to the Disease Surveillance and Notification Officer (DSNO) at the 
Local Government Health Department and State Ministry of Health.  
b) Ensure facility based MPCDSR forms are completed accurately and timely 
c) Retrieve case notes as soon as possible and keep them safely. 
d) Hold regular monthly MPCDSR meetings during which case(s) will be discussed/ reviewed, and 
compile a report and recommendations. 
e) Prepare completed MPCDSR forms and Committee Session report which are sent to the 
LEMCHIC within 72 hours of each meeting. 
f) Follow up on all committee recommendations to ensure their implementation and 
triangulate findings from report of Quality of Care assessment with Quality related findings 
from mortality audit and develop harmonized Quality Improvement Plans.  
  
10.4.4. Meetings 
The  Focal  PHC  facility  MPCDSR  subcommittee  shall  provide"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,61,Nigeria_MPCDSR_2022.pdf_61_2,English,"assessment with Quality related findings 
from mortality audit and develop harmonized Quality Improvement Plans.  
  
10.4.4. Meetings 
The  Focal  PHC  facility  MPCDSR  subcommittee  shall  provide  reports  to  the  LGA  PHC 
MPCDSR  sub-committee  on  a  monthly  basis.  The  committee  is  also  expected  to  conduct  a 
mortality  audit  for  all  reported  cases  in  the  ward.  The  PHC  facility  MPCDSR  should  meet 
frequently, at least monthly. The Chairman of the committee (Officer in Charge (OIC) of the 
ward focal PHC) should endorse all reports of this committee before they are transmitted. 
. 
10.5. 
COMMUNITY MPCDSR COMMITTEE 
10.5.1. Membership 
There shall be a Community MPCDSR sub-committee of the Ward Development Committee. 
This committee shall work closely with the PHCs of the ward and the WDC. The committee 
shall have the following members:"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,62,Nigeria_MPCDSR_2022.pdf_62_1,English,"1. 
Chairman Ward Development Committee (Chairman) 
2. 
Officer In-charge of the Ward Focal PHC (Secretary) 
3. 
Representative of the WDC in the PHC facility quality improvement team 
4. 
Local Government   - Ward Councillor representing the community 
5. 
Ward level NPC Members     
6. 
CHIPS agent and/ or other volunteers 
7. 
Community Head/Leaders for each Community within the ward 
8. 
Representative of religious bodies 
9. 
Community Health Practitioners (Community Health Officers/Community Health 
Extension Workers) 
10. 
A community TBA representative/Traditional healers. 
11. 
Representatives of Community based Organizations (CBOs) 
12. 
Any other community member that may be necessary. 
 
10.5.2. Tenure 
The Community MPCDSR committee members shall hold office for his/her for his/her service 
period. 
 
10.5.3. Functions 
The sub-committee on Community MPDCSR shall perform the following functions: 
 Identification of the maternal and perinatal deaths  
 Follow-up, discussing and analyze problems to find solutions to maternal and perinatal deaths 
problems through; 
 Identify both probable medical, social and other contributory causes leading to maternal 
and perin"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,62,Nigeria_MPCDSR_2022.pdf_62_2,English,"ussing and analyze problems to find solutions to maternal and perinatal deaths 
problems through; 
 Identify both probable medical, social and other contributory causes leading to maternal 
and perinatal deaths through Verbal,  Social autopsy and  Community Dialogue 
 Ensure  Final  cause  of  death  determination  is  done  by  the  LGA  Medical  Officer  of 
Health 
 Assess  community  and  family  members‟  perception  about  the  quality  and  access  to 
health care 
 Identify community level barriers (delays in seeking care) that  contributed to the maternal / 
and or perinatal death"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,63,Nigeria_MPCDSR_2022.pdf_63_1,English," Engage in community-based awareness creation and health education towards enlightening the 
community  dwellers  on  its  activities  and  matters  connected  with  maternal  and  perinatal 
mortality as well as improving their health care seeking behaviour. 
 Prepare Committee Session reports which are sent to the PHC facility MPCDSR committee  
 Collaborate with the Facility Level Committees and Local Government Health authorities in 
the monitoring of Maternal and Perinatal deaths 
 
 
10.5.4. Meetings 
The Community MPCDSR subcommittee shall provide reports to the PHC facility 
MPCDSR  committee  on  a  Monthly  basis,  after  collating  and  reviewing  their  data.  The 
committee  is  also  expected  to  follow  up  on  mortality  audit  for  all  reported  cases  in  the 
community.  The  Chairman  of  the  Community  MPCDSR  subcommittee  must  endorse  all 
reports of this committee before it is transmitted.   
 
11. PROMOTION OF MPCDSR REPORTING IN NIGERIA 
Reporting of maternal, perinatal and child death provides an opportunity for the legal 
documentation on Civil Registration and Vital Statistics (CRVS). It is an important input for 
construction  of  Life  Tab"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,63,Nigeria_MPCDSR_2022.pdf_63_2,English,"of maternal, perinatal and child death provides an opportunity for the legal 
documentation on Civil Registration and Vital Statistics (CRVS). It is an important input for 
construction  of  Life  Tables,  which  are  crucial  for  national  inter-sectoral  planning.  CRVS 
reporting has been poor at all levels of the health system in Nigeria and MPCDSR is intended 
to improve it in the following manner:  
 
Community mobilization through facilitated participatory learning and action 
cycles. 
 
Legal framework to ensure timely reporting of deaths. 
 
Sensitization of all relevant line MDAs on MPCDSR reporting.  
 
Institutionalize MPCDSR reporting into preservice institutions curriculum.  
 
High level advocacy and capacity building of Traditional and Religious leaders to 
influence MPCDSR reporting.  
 
Capacity building and supportive supervision of healthcare workers at all levels on 
effective reporting of MPCDSR. 
 
Relevant  stakeholders  should  ensure  that  MPCDSR  data  as  contained  in  HMIS 
tools be filled by health care workers and captured in the national dashboard"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,63,Nigeria_MPCDSR_2022.pdf_63_3,English,"a  as  contained  in  HMIS 
tools be filled by health care workers and captured in the national dashboard"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,64,Nigeria_MPCDSR_2022.pdf_64_1,English," 
Deploy  media  strategy  including  social,  and  new  media  and  ensure  effective 
engagement with media institutions and platforms to raise awareness about 
MPCDSR. 
 
Provide  educational  materials  and  visual  aids  with  MPCDSR  information  and 
messages.  
 
Adoption of relevant Social Behavioural Change Strategies."
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,65,Nigeria_MPCDSR_2022.pdf_65_1,English,"12. DEATH CERTIFICATION AND ICD-11 CODING 
Death is one of the vital events recorded in a Civil Registration and Vital Statistics (CRVS) 
system and its documentation is the basis for the legal approval for the burial or other disposal 
of deceased individuals. Hence, Medical Certification of Cause of Death and Death 
Registration (which derive from the former) are critical sources of national mortality statistics   
used to determine the prevailing lethal medical conditions in any country. Other benefits of 
death certification and registration includes: sourcing of data for epidemiologic investigations, 
and to substantiate an assertion of death.  
There are three standard tools involved in certification of cause of death which are: 
International  form  for  Medical  Certificate  of  Cause  of  Death  (completed  by  physician  or 
coroner who confirmed the death), Recertification Certificate of Cause of Death (also referred 
to as “Death Certificate”, issued by NPC) and Permit for Burial. 
 
12.1. 
GUIDE FOR CERTIFICATION OF “CAUSE OF DEATH” 
The registration of deaths in the Country is a statutory responsibility of  National Population 
Commission (NPC) enacted by laws and"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,65,Nigeria_MPCDSR_2022.pdf_65_2,English,"for Burial. 
 
12.1. 
GUIDE FOR CERTIFICATION OF “CAUSE OF DEATH” 
The registration of deaths in the Country is a statutory responsibility of  National Population 
Commission (NPC) enacted by laws and regulations, who issues the “Death Certificate”.  
The  accuracy  of  the  country‟s  Death  Register  and  Death  Certificates  is  dependent  on  the 
quality  of  the  information  on  the  Medical  Certificate  of  Cause  of  Death  issued  from  the 
physicians  and  coroners.  To  ensure  generation  of  quality  mortality  statistics,  the  following 
conditions should be adhered to: 
 Identification of three categories of “Cause of Death” in each death of a child or adult in a 
facility: Underlying (or Primary) Cause of Death; Immediate (or Final) Cause of Death; 
and Antecedent Cause(s) of Death, and their entry into a Medical Certificate of Cause of 
Death. 
 Identification of Main and Minor Causes of Perinatal Causes of Death and Major and 
Minor Maternal Causes of Perinatal Death in each perinatal death in the facility, and their 
entry into a Medical Certificate of Cause of Death 
  Use a standard form that conforms in content to the New International Medical Certifica"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,65,Nigeria_MPCDSR_2022.pdf_65_3,English,"Death in each perinatal death in the facility, and their 
entry into a Medical Certificate of Cause of Death 
  Use a standard form that conforms in content to the New International Medical Certificate 
of Cause of Death (Figure 13.1). 
 Its completion should be legible in black ink, without abbreviations or alterations."
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,66,Nigeria_MPCDSR_2022.pdf_66_1,English,"Figure 12.1: Showing the New International Medical Certificate of Cause of 
Death 
The death certifier should be a physician or coroner who must be:  
 Familiar with national regulations and standards on medical certification of death. 
 Utilize the standard forms in reporting cause of death. 
 Employ ICD-11 standard to ascribe cause of death to individual case. 
 Complete relevant portions of the medical certificate of cause of death.  
  Duly sign the original certificate, which is in triplicates (copies given to next-of-kin, 
facility records and remitted to NPC for death registration and certification). 
 
12.2. 
ICD-11 CERTIFICATION OF MATERNAL, NEWBORN AND CHILD DEATHS 
The International Statistical Classification of Diseases and Related Health Problems, or ICD, 
is the WHO‟s foundation for identifying health trends and statistics worldwide, and contains 
codes for injuries, diseases and causes of death. It provides a common language that allows 
health professionals to share health information across the globe. ICD-11 is its eleventh 
version, (which has 55 000 unique codes for injuries, diseases, and causes of death are 
included, compared with 14 400 for ICD-10)"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,66,Nigeria_MPCDSR_2022.pdf_66_2,English,"o share health information across the globe. ICD-11 is its eleventh 
version, (which has 55 000 unique codes for injuries, diseases, and causes of death are 
included, compared with 14 400 for ICD-10), was launched in June 2018. This was adopted by 
the 72nd World Health Assembly in 2019 and came into effect on January 1, 2022. This version 
is available as a downloadable software, for offline use at: 
https://appsonwindows.com/apk/7322551/ (download LD Player to access it: 
https://www.memuplay.com/download-memu-on-pc.html. The version for online use is at: 
https://icd.who.int/browse11/l-m/en#/http://id.who.int/icd/entity/848321559."
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,67,Nigeria_MPCDSR_2022.pdf_67_1,English,"Every maternal, perinatal and child death must be assigned with ICD-11 code, based on their 
Underlying Cause of Death. Although the Final (Immediate) Cause of Death and Antecedent 
(Contributory) Cause(s) of Death can also be assigned ICD-11 codes, they are of less 
significance. The use of the software is simple (Figure 13.2): it merely requires the typing of 
the “Cause of Death” into the “Search” space and it will generate the range of codes, from 
which the one that best fits the case at hand is selected. 
 
Figure 12.2: Showing the Homepage of the ICD-11 software when installed. 
In addition to its HMIS value, ICD-11 coding is valuable to national health programme 
managers; data collection specialists; local and international researchers for comparing and 
tracking progress in health and determining the allocation of health resources, reimbursement, 
guidelines etc, as illustrated in Figure 13.3. Consequently, every maternal, perinatal and child 
death should be assigned appropriate ICD-11 code. 
 
Figure 12.3: Showing the Uses of ICD-11 Coding"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,67,Nigeria_MPCDSR_2022.pdf_67_2,English,"ropriate ICD-11 code. 
 
Figure 12.3: Showing the Uses of ICD-11 Coding"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,68,Nigeria_MPCDSR_2022.pdf_68_1,English,"13. SURVEILLANCE IN MPCDSR 
 
13.1. 
WHAT IS SURVEILLANCE? 
The  surveillance  component  of  MPCDSR  is  the  act  of  carefully  tracking  every  maternal, 
perinatal and child death with the purpose of identifying modifiable factors that can be addressed 
for the prevention of reoccurrence through appropriate action or response. 
Public  health  surveillance  component  of  MPCDSR  involves  continuous  interpretation  of  data 
essential for the planning, implementation and evaluation of public health practice. Surveillance 
in principle can be either passive or active. For MPCDSR purpose, active surveillance format is 
mostly employed. 
Active  surveillance  involves  targeted  searching  for  cases,  and  provides  more  timely  and  less 
variable  data.  The  immediate  added  value  of  active  surveillance  of  maternal/perinatal/child 
deaths  would  include  timely  notification  of  events,  assessment  and  confirmation  of  cases, 
increased  awareness  and  advocacy,  and  most  importantly  accountability  for  health  services, 
policy makers, managers and civil society for monitoring progress. 
The term surveillance is not new and has been used with reference"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,68,Nigeria_MPCDSR_2022.pdf_68_2,English,",  and  most  importantly  accountability  for  health  services, 
policy makers, managers and civil society for monitoring progress. 
The term surveillance is not new and has been used with reference to maternal health to address 
maternal  death  reviews,  audits,  confidential  enquiries,  or  at  demographic  surveillance  sites. 
However, converting surveillance systems and responses originally developed for communicable 
and non-communicable diseases for the purpose of eliminating maternal/perinatal/child mortality 
has  only  recently  been  adopted  as  a  framework  with  guidelines  for  implementation  being 
developed. 
The MPCDSR if adequately and effectively implemented has potential to strengthen the health 
system at all levels. Significant reduction of maternal, perinatal and child mortality will require 
counting  every  case  and  collection  of  information  by  Integrated  Disease  Surveillance  and 
Response  (IDSR)  to  permit  an  effective  response  that  prevents  future  deaths.  Every  maternal, 
perinatal  and  child  death  or  case  of  life-threatening  complication  can  provide  indications  on 
practical ways of addressing its causes and determin"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,68,Nigeria_MPCDSR_2022.pdf_68_3,English,"ents  future  deaths.  Every  maternal, 
perinatal  and  child  death  or  case  of  life-threatening  complication  can  provide  indications  on 
practical ways of addressing its causes and determinants. 
13.2. 
SURVEILLANCE SYSTEM IN NIGERIA 
Disease Surveillance and Notification (DSN) in Nigeria was introduced in 1988 after the Yellow 
Fever outbreak of 1986/87. The outbreak affected 10 out of the then 19 states in the country with 
over  16,000  cases  and  3,000  deaths.  Forty-two  (42)  communicable  notifiable  diseases  were 
addressed by the system. 12 However, some weaknesses/gaps were identified in the DSN which 
includes non-existent laboratory network, presence of vertical surveillance systems for various 
control programmes, and irregular data analysis and interpretation.  
In view of these gaps, WHO Africa Region in September 1998 during the Regional Committee 
meeting  in  Harare  introduced  Integrated  Disease  Surveillance  and  Response  (IDSR)  that    was 
endorsed  by  the  Health  Ministers  of  member  states  including  Nigeria.  The  aim    was  to 
strengthen the surveillance system using an integrated approach. This was reviewed in 2013 to 
include ma"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,68,Nigeria_MPCDSR_2022.pdf_68_4,English,"sed  by  the  Health  Ministers  of  member  states  including  Nigeria.  The  aim    was  to 
strengthen the surveillance system using an integrated approach. This was reviewed in 2013 to 
include maternal and perinatal deaths. 
                                                           
12 Nigerian Medical Journal: Niger Med J. 2015 may-june;56(3): 161-168"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,69,Nigeria_MPCDSR_2022.pdf_69_1,English,"Maternal, Perinatal and Child Deaths Surveillance and Response will leverage on IDSR 
Strategies  for  implementation  at  all  levels.  This  made  maternal,  perinatal  and  child  deaths 
notifiable events. The flow of information follows the existing flow of data already in existence 
in  IDSR.  All  notification  of  deaths  will  be  to  the  Local  Government  Area  (LGA)  Disease 
Surveillance and Notification Officers (DSNOs). 
 
14.  IDSR SURVEILLANCE GOAL FOR MATERNAL, PERINATAL & CHILD DEATH 
The objectives of this surveillance are to: 
 Estimate and monitor the magnitude and other characteristics of maternal, perinatal, child 
mortalities 
 Identify risk factors and high-risk areas for maternal / perinatal/ child mortality, to inform 
programme decision 
 Evaluate programmes aimed at reducing maternal / perinatal/ child mortality 
 Detect cases using the Standard Case Definition 
 Use of standard method for reporting priority diseases 
 Cover  all  public  and  private  health  facilities  (Primary,  Secondary  and  Tertiary)  and 
communities. 
 
14.1. 
OPPORTUNITIES DERIVED FROM IDSR 
Some  of  the  opportunities  derivable  from  incorporating  MPCDSR  int"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,69,Nigeria_MPCDSR_2022.pdf_69_2,English,"rivate  health  facilities  (Primary,  Secondary  and  Tertiary)  and 
communities. 
 
14.1. 
OPPORTUNITIES DERIVED FROM IDSR 
Some  of  the  opportunities  derivable  from  incorporating  MPCDSR  into 
IDSR  include  the 
following:    
 The  provision  of  necessary  framework  and  guidance  for  the  strengthening  of  skills  and 
rational use of human and material resources. 
 Strengthening of Early Warning Alert system, e.g., Fatality Rate. 
 Ensuring  compliance  by  all  tiers  of  government  and  communities  with  all  the  policies 
supporting the establishment and implementation of a sound and effective IDSR. 
Incorporation into the National Health Management Information System (NHMIS) in order 
to adequately address the issue of integrated disease surveillance. 
 Ensuring the establishment of functional public health laboratory networks in the country. 
 Effective communication between the Federal, States and LGAs."
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,70,Nigeria_MPCDSR_2022.pdf_70_1,English,"14.2. 
IDSR/ MPCDSR DATA FLOW IN NIGERIA 
The IDSR and MPCDSR data flow is as shown in Figures 15.1 and 15.2. 
 
 
 
 
 
 
Figure 14.1: Showing IDSR Data flow in Nigeria"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,71,Nigeria_MPCDSR_2022.pdf_71_1,English,Figure 14.2.  MPCDSR Information Flow in Nigeria
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,72,Nigeria_MPCDSR_2022.pdf_72_1,English,"Figure 14.3: Showing the MPCDSR Coordination Mechanism 
 
15. RESPONDING TO THE MODIFIABLE FACTORS IN MPCDSR 
This is the response by action to recommendations that are made during the review meetings on 
Maternal, Perinatal and Child Deaths. This is a pre-requisite to achieving Quality of Care in the 
facility  and  thereby  reducing  the  Level  3  Delay.  It  is  required  that  an  MPCDSR  Response 
Coordinator  be  appointed  at  each  level  of  care  to  facilitate  the  process  of  responding  to  the 
modifiable factors. In Tertiary facilities, where QoC Focal persons already exist, they will serve 
as the MPCDSR Response Coordinator, while other facilities appoint theirs. Their responsibility 
is to ensure that the recommendations are acted on by the authorities to which the Committee 
intends them, and give feedback at subsequent meetings until the modifiable factors in reference 
are mitigated.  
The response component of implementing MPCDSR at all levels are the actions, efforts 
or  changes  put  in  place  to  improve  Quality  of  Care  and  prevent  future  maternal, 
perinatal and child deaths in a health facility. Quality of healthcare is a measure of adeq"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,72,Nigeria_MPCDSR_2022.pdf_72_2,English,"ions, efforts 
or  changes  put  in  place  to  improve  Quality  of  Care  and  prevent  future  maternal, 
perinatal and child deaths in a health facility. Quality of healthcare is a measure of adequacy 
and attainment of minimum standards in the services rendered , especially their suitability for"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,73,Nigeria_MPCDSR_2022.pdf_73_1,English,"preserving,  restoring  and  sustaining  health  of  the  target  populations.  Quality  of  care  in 
facilities is measured in six domains:  Safety - avoiding injuries to  patients from care 
that  is  intended  to  help  them;  Effectiveness  –  avoiding  overuse  and  misuse  of  care;
 
Patient-Centeredness – providing care that is unique to a patient's needs. Timeliness – 
reducing  wait  times  and  harmful  delays  for  patients  and  providers; 
Efficiency  – 
avoiding waste of equipment, supplies, ideas and energy; and Equity – providing care 
that  does  not  vary  across  intrinsic  personal  characteristics. Consequently,  the  death 
review  process  in  any  health  facility  continually  assesses  each  of  these  domains,  as 
were  served  on  the  deceased,  in  order  to  identify  gaps  in  services  that  should  be 
remedied. It is therefore necessary for recommendations from Facility MPCDSR to be 
intimately and promptly linked with all the other existing quality-of-care improvement 
processes  and  programs  in  each  facility  such  as  the  Medical  Advisory  Committee 
(MAC), Directorate of Clinical Services, Infection Control Committee, etc. 
The Qu"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,73,Nigeria_MPCDSR_2022.pdf_73_2,English,"ality-of-care improvement 
processes  and  programs  in  each  facility  such  as  the  Medical  Advisory  Committee 
(MAC), Directorate of Clinical Services, Infection Control Committee, etc. 
The Quality-of-Care Team of each health facility (whose responsibilities cover all the 
preventive  and  curative  arms  of  the  facility)  should  therefore  be  intimately  integrated  or 
harmonized with the MPCDSR response (which derive from services to mothers, perinates and 
children).  
 
 
16. MONITORING AND EVALUATION, AND RESEARCH 
Monitoring  and  Evaluation  (M&E)  of  the  MPCDSR  itself  is  necessary  to  ensure  that  the 
MPCDSR  system  is  well-established,  functioning  appropriately  and  improves  with  time  until 
services of the highest standards are sustained. Monitoring of the MPCDSR system should be 
carried  out  at  all  levels  of  the  healthcare  delivery:  The  community,  Health  facility  (Primary, 
Secondary and Tertiary), LGA, State and National levels. 
The data generated from the MPCDSR processes should be directly linked at all levels, to the 
existing HMIS. The HMIS is an established nationwide Health Information Management System 
that collects, co"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,73,Nigeria_MPCDSR_2022.pdf_73_3,English,"e data generated from the MPCDSR processes should be directly linked at all levels, to the 
existing HMIS. The HMIS is an established nationwide Health Information Management System 
that collects, collates and analyzes MNCH and other health care service delivery data at all levels 
of care in all the 36 States and plus FCT. Opportunities abound in this system for sustainability 
through integration of the MPCDSR tools into the LGA or State Health Management 
Information System software (SHMIS). The NHMIS software has space for maternal, perinatal"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,74,Nigeria_MPCDSR_2022.pdf_74_1,English,"and child death information which should be expanded and used to accommodate those from the 
MPCDSR tools. 
During  the  evolution  of  the  MPCDSR,  the  FMOH  acquired  a  web-based  platform  called  the 
National  Obstetrics  Quality  Assurance  (NOQA)  Network  (www.noqa-network.ng)  which  has 
now been changed to National MPCDSR electronic platform in line with the MPCDSR bill. This 
platform is user friendly and has established capacity for electronic collection  on the National 
MPCDSR  data  in  health  facilities  across  the  country.  An  integration  of  this  network  with  the 
DHIS 2 platform has commenced. 
 
16.1. 
RESPONSIBLE  PERSONS  FOR  DATA  GENERATION  AND  TRANSMISSION 
FROM MPCDSR SITES 
The generation of MPCDSR data and their electronic transmission from the respective sites up to 
the  NHMIS/DHIS  2  (and  NOQA  platform  (until  ongoing  merger  is  completed)  should  be  the 
responsibilities of the following officers: 
 At the Community and LGA levels, (LGA M & E Officer and Director PHC) 
 At  the  facility  level,  the  Medical  /Health  Record  Officer  (MRO/HRO)/Officer  in-Charge 
PHC 
 At the State level, State HMIS/MPCDSR Desk Officer"
Nigeria_MPCDSR_2022.pdf,"Federal Ministry of Health, Nigeria",2022,74,Nigeria_MPCDSR_2022.pdf_74_2,English,"vels, (LGA M & E Officer and Director PHC) 
 At  the  facility  level,  the  Medical  /Health  Record  Officer  (MRO/HRO)/Officer  in-Charge 
PHC 
 At the State level, State HMIS/MPCDSR Desk Officers 
 At the National level, National MPCDSR Desk officer FHD  
 
The criteria for selecting the above-mentioned officers are:   
1.  Letter of expression of interest to the HMH 
2.  Institutionalization of MPCDSR at State and Facility level including data management 
a.  Data entry - This is mandatory by the medical record officer at the facility level and M&E 
officer at the local government for PHC and Community MPCDSR 
b.  Completeness  –  All  data  entry  must  be  completed  in  quality  and  quantity  at  least  80% 
monthly reporting rate 
c.  Timeliness – All data entry must be completed on or before the 7th of the preceding month 
d.  Analysis – All data entry must be analysed monthly at the Facility, every two months by 
the State and quarterly at the National"
