Document_ID,Source,Publication_Year,Page_Number,Chunk_ID,Language,Chunk_Text
WHO_Antenatal_Care_2016.pdf,WHO,2016,123,WHO_Antenatal_Care_2016.pdf_123_2,English,"rrived at a new 
model – the 2016 WHO ANC model – which replaces 
the previous four-visit focused ANC (FANC) model. 
For the purpose of developing this new ANC model, 
the ANC guideline recommendations were mapped to 
the eight contacts based on the evidence supporting 
each recommendation and the optimal timing of 
delivery of the recommended interventions to achieve 
maximal impact.
The 2016 WHO ANC model recommends a minimum 
of eight ANC contacts, with the first contact 
scheduled to take place in the first trimester (up to 
12 weeks of gestation), two contacts scheduled in the 
second trimester (at 20 and 26 weeks of gestation) 
and five contacts scheduled in the third trimester (at 
30, 34, 36, 38 and 40 weeks). Within this model, the 
word “contact” has been used instead of “visit”, as 
it implies an active connection between a pregnant 
woman and a health-care provider that is not implicit 
with the word “visit”. It should be noted that the list 
of interventions to be delivered at each contact and 
details about where they are delivered and by whom 
(see Table 2) are not meant to be prescriptive but, 
rather, adaptable to the individual woman and the 
local context, to all"
WHO_Antenatal_Care_2016.pdf,WHO,2016,123,WHO_Antenatal_Care_2016.pdf_123_3,English,"d at each contact and 
details about where they are delivered and by whom 
(see Table 2) are not meant to be prescriptive but, 
rather, adaptable to the individual woman and the 
local context, to allow flexibility in the delivery of the 
recommended interventions. Different to the FANC 
model, an additional contact is now recommended 
at 20 weeks of gestation, and an additional three 
contacts are recommended in the third trimester 
(defined as the period from 28 weeks of gestation 
up to delivery), since this represents the period of 
greatest antenatal risk for mother and baby (see 
Box 5). At these third-trimester contacts, ANC 
providers should aim to reduce preventable morbidity 
and mortality through systematic monitoring of 
maternal and fetal well-being, particularly in relation 
to hypertensive disorders and other complications 
that may be asymptomatic but detectable during this 
critical period.
If the quality of ANC is poor and women’s experience 
of it is negative, the evidence shows that women 
will not attend ANC, irrespective of the number of 
recommended contacts in the ANC model. Thus, 
the overarching aim of the 2016 WHO ANC model 
is to provide pregnant women w"
WHO_Antenatal_Care_2016.pdf,WHO,2016,123,WHO_Antenatal_Care_2016.pdf_123_4,English,"idence shows that women 
will not attend ANC, irrespective of the number of 
recommended contacts in the ANC model. Thus, 
the overarching aim of the 2016 WHO ANC model 
is to provide pregnant women with respectful, 
Chapter 4. Implementation of the ANC guideline and recommendations
Box 5: Comparing ANC schedules
WHO FANC 
model
2016 WHO ANC 
model
First trimester
Visit 1: 8–12 weeks
Contact 1: up to 12 weeks
Second trimester
Visit 2: 24–26 weeks
Contact 2: 20 weeks
Contact 3: 26 weeks
Third trimester
Visit 3: 32 weeks
Visit 4: 36–38 weeks
Contact 4: 30 weeks
Contact 5: 34 weeks
Contact 6: 36 weeks
Contact 7: 38 weeks
Contact 8: 40 weeks
Return for delivery at 41 weeks if not given birth."
WHO_Antenatal_Care_2016.pdf,WHO,2016,124,WHO_Antenatal_Care_2016.pdf_124_1,English,"WHO recommendations on antenatal care for a positive pregnancy experience
106
individualized, person-centred care at every 
contact, with implementation of effective clinical 
practices (interventions and tests), and provision of 
relevant and timely information, and psychosocial 
and emotional support, by practitioners with 
good clinical and interpersonal skills within a well 
functioning health system. Effective implementation 
of ANC requires a health systems approach and 
strengthening focusing on continuity of care, 
integrated service delivery, availability of supplies and 
commodities and empowered health-care providers.
There are many different ways for health system 
planners to optimize ANC delivery by employing 
a range of strategies that can improve the 
utilization and quality of ANC. The health system 
recommendations in this guideline have focused 
mainly on those strategies that address continuity 
of care, and improve communication with, and 
support for, women (Recommendations E.1–E.4). The 
recommendations on task shifting and recruitment of 
staff (Recommendations E.5.1, E.5.2 and E.6) are also 
important, as provider experience and attitudes have 
an impact on"
WHO_Antenatal_Care_2016.pdf,WHO,2016,124,WHO_Antenatal_Care_2016.pdf_124_2,English,"mendations E.1–E.4). The 
recommendations on task shifting and recruitment of 
staff (Recommendations E.5.1, E.5.2 and E.6) are also 
important, as provider experience and attitudes have 
an impact on the capacity of health systems to deliver 
quality ANC; barriers to provider recruitment and job 
satisfaction will need to be addressed to successfully 
implement this guideline. Such barriers have been 
shown to be significant in LMICs, and can prevent the 
provision of quality midwifery care (212). In addition 
to improving the quality of care, these health system 
recommendations are intended to encourage health 
system planners to operationalize the recommended 
eight ANC contacts in ways that are feasible in the 
local context.
Table 2 shows the WHO ANC guideline 
recommendations mapped to the eight 
recommended contacts, thus presenting a summary 
framework for the 2016 WHO ANC model in 
support of a positive pregnancy experience. This 
table does not include good clinical practices, 
such as measuring blood pressure, proteinuria 
and weight, checking for fetal heart sounds, which 
would be included as part of an implementation 
manual aimed at practitioners. Practices that are"
WHO_Antenatal_Care_2016.pdf,WHO,2016,124,WHO_Antenatal_Care_2016.pdf_124_3,English,"s, 
such as measuring blood pressure, proteinuria 
and weight, checking for fetal heart sounds, which 
would be included as part of an implementation 
manual aimed at practitioners. Practices that are 
not recommended have been included in the table 
for informational purposes and highlighted in grey. 
Context-specific recommendations for which rigorous 
research is required before they can be considered 
for implementation have not been mapped to the 
schedule of contacts.
Any intervention that is missed at an ANC contact, 
for any reason, should in principle be included at the 
next contact. Effective communication should be 
facilitated at all ANC contacts, to cover: presence of 
any symptoms; promotion of healthy pregnancies and 
newborns through lifestyle choices; individualized 
advice and support; timely information on tests, 
supplements and treatments; birth-preparedness and 
complication-readiness planning; postnatal family 
planning options; and the timing and purpose of ANC 
contacts. Topics for individualized advice and support 
can include healthy eating, physical activity, nutrition, 
tobacco, substance use, caffeine intake, physiological 
symptoms, malaria and HIV p"
WHO_Antenatal_Care_2016.pdf,WHO,2016,124,WHO_Antenatal_Care_2016.pdf_124_4,English,"contacts. Topics for individualized advice and support 
can include healthy eating, physical activity, nutrition, 
tobacco, substance use, caffeine intake, physiological 
symptoms, malaria and HIV prevention, and blood 
test results and retests. Communication should occur 
in a respectful, individualized and person-centred 
way. An effective referral system and emergency 
transport are also essential components of this ANC 
model.
Within the 2016 WHO ANC model, there are two 
opportunities to arrange a single early ultrasound 
scan (i.e. before 24 weeks of gestation): either at 
the first contact (up to 12 weeks of gestation) or at 
the second contact (20 weeks). The GDG suggests 
this pragmatic approach in order to increase the 
proportion of pregnancies with accurate gestational 
age assessments, especially in settings where 
ANC utilization is historically low; lack of accurate 
gestational age assessment can compromise the 
diagnosis and/or management of complications (such 
as preterm birth and pre-eclampsia). It is important 
to highlight that the frequency and exact timing of 
some of these ANC practices and interventions – 
especially related to malaria, tuberculosis and"
WHO_Antenatal_Care_2016.pdf,WHO,2016,124,WHO_Antenatal_Care_2016.pdf_124_5,English,"reterm birth and pre-eclampsia). It is important 
to highlight that the frequency and exact timing of 
some of these ANC practices and interventions – 
especially related to malaria, tuberculosis and HIV 
– may need to be adapted, based on the local context, 
population and health system. Please refer to Box 6 
at the end of this chapter for considerations related 
to the adoption, scale-up and implementation of the 
2016 WHO ANC model.
The GDG agreed that implementation of the 2016 
WHO ANC model should not wait for a large 
multicentre trial to be conducted to determine the 
optimal number of contacts, or the impact of the 
additional recommended interventions, such as 
ultrasound, on pregnancy outcomes, resources, 
equity and the other domains; rather, following 
implementation of the model, it should be subject 
to ongoing monitoring and evaluation. It should 
be remembered that the four-visit model has"
WHO_Antenatal_Care_2016.pdf,WHO,2016,125,WHO_Antenatal_Care_2016.pdf_125_1,English,"107
Chapter 4. Implementation of the ANC guideline and recommendations
significantly increased stillbirth risk compared 
to standard models with eight or more contacts. 
Understandably, policy-makers and health-care 
providers might feel that an increase in the number of 
ANC contacts with an emphasis on quality of care will 
increase the burden on already overstretched health 
systems. However, the GDG agreed that there is likely 
to be little impact on lives saved or improved without 
substantial investment in improving the quality 
of ANC services provided in LMICs. International 
human rights law requires that States use “maximum 
available resources” to realize economic, social and 
cultural rights, which includes women’s rights to 
sexual and reproductive health (1). Ensuring that 
women’s rights to sexual and reproductive health are 
supported requires meeting standards with regard 
to the availability, accessibility, acceptability and 
quality of health-care facilities, supplies and services 
(1). Specifically, in addition to other health system 
strengthening initiatives, investment is urgently 
needed to address the shortage and training of 
midwives and other health-care"
WHO_Antenatal_Care_2016.pdf,WHO,2016,125,WHO_Antenatal_Care_2016.pdf_125_2,English,"s and services 
(1). Specifically, in addition to other health system 
strengthening initiatives, investment is urgently 
needed to address the shortage and training of 
midwives and other health-care providers able to 
offer ANC. Such investment should be considered a 
top priority as quality health care around pregnancy 
and childbirth has far-reaching benefits for 
individuals, families, communities and countries."
WHO_Antenatal_Care_2016.pdf,WHO,2016,126,WHO_Antenatal_Care_2016.pdf_126_1,English,"WHO recommendations on antenatal care for a positive pregnancy experience
108
a.	
A healthy diet contains adequate energy, protein, vitamins and minerals, obtained through the consumption of a variety of foods, including green and orange vegetables, meat, fish, beans, nuts, whole grains and fruit.
b.	
The equivalent of 60 mg of elemental iron is 300 mg of ferrous sulfate hepahydrate, 180 mg of ferrous fumarate or 500 mg of ferrous gluconate.
c.	
Folic acid should be commenced as early as possible (ideally before conception) to prevent neural tube defects.
d.	 This recommendation supersedes the previous recommendation found in the 2012 WHO publication Guideline: daily iron and folic acid supplementation in pregnant women (36).
Table 2: The 2016 WHO ANC model for a positive pregnancy experience: recommendations mapped to eight scheduled ANC contacts
Overarching aim: To provide pregnant women with respectful, individualized, person-centred care at every contact, with implementation of effective clinical practices (interventions and tests), and provision of relevant 
and timely information, and psychosocial and emotional support, by practitioners with good clinical and interpersonal sk"
WHO_Antenatal_Care_2016.pdf,WHO,2016,126,WHO_Antenatal_Care_2016.pdf_126_2,English,"ective clinical practices (interventions and tests), and provision of relevant 
and timely information, and psychosocial and emotional support, by practitioners with good clinical and interpersonal skills within a well functioning health system.
Notes:
•	These recommendations apply to pregnant women and adolescent girls within the context of routine ANC.
•	This table does not include good clinical practices, such as measuring blood pressure, proteinuria and weight, and checking for fetal heart sounds, which would be included as part of an implementation manual aimed 
at practitioners.
•	Remarks detailed in the shaded box with each recommendation should be taken into account when planning the implementation of these recommendations.
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
A. Nutritional interventions
Dietary 
interventions
A.1.1: Counselling about healthy eating and keeping physically active 
during pregnancy is recommended for pregnant women to stay 
healthy and to prevent excessive weight gain during"
WHO_Antenatal_Care_2016.pdf,WHO,2016,126,WHO_Antenatal_Care_2016.pdf_126_3,English,"ry 
interventions
A.1.1: Counselling about healthy eating and keeping physically active 
during pregnancy is recommended for pregnant women to stay 
healthy and to prevent excessive weight gain during pregnancy.a
Recommended
X
X
X
X
X
X
X
X
A.1.2: In undernourished populations, nutrition education on 
increasing daily energy and protein intake is recommended for 
pregnant women to reduce the risk of low-birth-weight neonates.
Context-specific 
recommendation
X
X
X
X
X
X
X
X
A.1.3: In undernourished populations, balanced energy and protein 
dietary supplementation is recommended for pregnant women to 
reduce the risk of stillbirths and small-for-gestational-age neonates.
Context-specific 
recommendation
X
X
X
X
X
X
X
X
A.1.4: In undernourished populations, high-protein supplementation 
is not recommended for pregnant women to improve maternal and 
perinatal outcomes.
Not recommended
Iron and folic acid 
supplements
A.2.1: Daily oral iron and folic acid 
supplementation with 30 mg to 60 mg of elemental ironb and 400 µg 
(0.4 mg) of folic acidc is recommended for pregnant women to 
prevent maternal anaemia, puerperal sepsis, low birth weight, and 
preterm birth.d
Recommended
X
X
X
X
X"
WHO_Antenatal_Care_2016.pdf,WHO,2016,126,WHO_Antenatal_Care_2016.pdf_126_4,English,"mg of elemental ironb and 400 µg 
(0.4 mg) of folic acidc is recommended for pregnant women to 
prevent maternal anaemia, puerperal sepsis, low birth weight, and 
preterm birth.d
Recommended
X
X
X
X
X
X
X
X"
WHO_Antenatal_Care_2016.pdf,WHO,2016,127,WHO_Antenatal_Care_2016.pdf_127_1,English,"109
Chapter 4. Implementation of the ANC guideline and recommendations
e.	
The equivalent of 120 mg of elemental iron equals 600 mg of ferrous sulfate heptahydrate, 360 mg of ferrous fumarate or 1000 mg of ferrous gluconate.
f.	
This recommendation supersedes the previous recommendation in the 2012 WHO publication Guideline: intermittent iron and folic acid supplementation in non-anaemic pregnant women (55).
g.	
This recommendation is consistent with the 2011 WHO recommendations for prevention and treatment of pre-eclampsia and eclampsia (57) and supersedes the previous recommendation found in the 2013 WHO 
publication Guideline: calcium supplementation in pregnant women (38).
h.	
Vitamin A deficiency is a severe public health problem if  5% of women in a population have a history of night blindness in their most recent pregnancy in the previous 3–5 years that ended in a live birth, or if 
 20% of pregnant women have a serum retinol level < 0.70 µmol/L. Determination of vitamin A deficiency as a public health problem involves estimating the prevalence of deficiency in a population by using 
specific biochemical and clinical indicators of vitamin A status.
i.	
This recommendation su"
WHO_Antenatal_Care_2016.pdf,WHO,2016,127,WHO_Antenatal_Care_2016.pdf_127_2,English,"iency as a public health problem involves estimating the prevalence of deficiency in a population by using 
specific biochemical and clinical indicators of vitamin A status.
i.	
This recommendation supersedes the previous recommendation found in the 2011 WHO publication Guideline: vitamin A supplementation in pregnant women (60).
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
Iron and folic acid 
supplements
A.2.2: Intermittent oral iron and folic acid supplementation with 120 
mg of elemental irone and 2800 µg (2.8 mg) of folic acid once weekly 
is recommended for pregnant women to improve maternal and 
neonatal outcomes if daily iron is not acceptable due to side-effects, 
and in populations with an anaemia prevalence among pregnant 
women of less than 20%.f
Context-specific 
recommendation
X
X
X
X
X
X
X
X
Calcium 
supplements
A.3: In populations with low dietary calcium intake, daily calcium 
supplementation (1.5–2.0 g oral elemental calcium) 
is recommended for pregnant women to reduce the risk of 
pre-e"
WHO_Antenatal_Care_2016.pdf,WHO,2016,127,WHO_Antenatal_Care_2016.pdf_127_3,English,"cium 
supplements
A.3: In populations with low dietary calcium intake, daily calcium 
supplementation (1.5–2.0 g oral elemental calcium) 
is recommended for pregnant women to reduce the risk of 
pre-eclampsia.g
Context-specific 
recommendation
X
X
X
X
X
X
X
X
Vitamin A 
supplements
A.4: Vitamin A supplementation is only recommended for pregnant 
women in areas where vitamin A deficiency is a severe public health 
problem,h to prevent night blindness.i
Context-specific 
recommendation
X
X
X
X
X
X
X
X
Zinc supplements
A.5: Zinc supplementation for pregnant women is only recommended 
in the context of rigorous research.
Context-specific 
recommendation 
(research)
Multiple 
micronutrient 
supplements
A.6: Multiple micronutrient supplementation is not recommended for 
pregnant women to improve maternal and perinatal outcomes.
Not recommended
Vitamin B6 
(pyridoxine) 
supplements
A.7: Vitamin B6 (pyridoxine) supplementation is not recommended 
for pregnant women to improve maternal and perinatal outcomes.
Not recommended"
WHO_Antenatal_Care_2016.pdf,WHO,2016,127,WHO_Antenatal_Care_2016.pdf_127_4,English,"natal outcomes.
Not recommended"
WHO_Antenatal_Care_2016.pdf,WHO,2016,128,WHO_Antenatal_Care_2016.pdf_128_1,English,"WHO recommendations on antenatal care for a positive pregnancy experience
110
j.	
This recommendation supersedes the previous recommendation found in the 2012 WHO publication Guideline: vitamin D supplementation in pregnant women (75).
k.	
This includes any product, beverage or food containing caffeine (i.e. brewed coffee, tea, cola-type soft drinks, caffeinated energy drinks, chocolate, caffeine tablets).
l.	
Evidence on essential ANC activities, such as measuring maternal blood pressure, proteinuria and weight, and checking for fetal heart sounds, was not assessed by the GDG as these activities are considered to be 
part of good clinical practice.
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
Vitamin E and C 
supplements
A.8: Vitamin E and C supplementation is not recommended for 
­pregnant women to improve ­maternal and perinatal outcomes.
Not recommended
Vitamin D 
supplements
A.9: Vitamin D supplementation is not recommended for pregnant 
women to improve maternal and perinatal outcomes.j
Not recommend"
WHO_Antenatal_Care_2016.pdf,WHO,2016,128,WHO_Antenatal_Care_2016.pdf_128_2,English,"maternal and perinatal outcomes.
Not recommended
Vitamin D 
supplements
A.9: Vitamin D supplementation is not recommended for pregnant 
women to improve maternal and perinatal outcomes.j
Not recommended
Restricting 
caffeine intake
A.10.1: For pregnant women with high daily caffeine intake (more than 
300 mg per day),k lowering daily caffeine intake during pregnancy 
is recommended to reduce the risk of pregnancy loss and low-birth-
weight neonates.
Context-specific 
recommendation
X
X
X
X
X
X
X
X
B. Maternal and fetal assessment l
Anaemia
B.1.1: Full blood count testing is the recommended method for 
diagnosing anaemia in pregnancy. In settings where full blood 
count testing is not available, on-site haemoglobin testing with a 
haemoglobinometer is recommended over the use of the haemoglobin 
colour scale as the method for diagnosing anaemia in pregnancy.
Context-specific 
recommendation
X
X
X
Asymptomatic 
bacteriuria (ASB)
B.1.2: Midstream urine culture is the recommended method for 
diagnosing asymptomatic bacteriuria (ASB) in pregnancy. In settings 
where urine culture is not available, on-site midstream urine Gram-
staining is recommended over the use of dipstick tests as th"
WHO_Antenatal_Care_2016.pdf,WHO,2016,128,WHO_Antenatal_Care_2016.pdf_128_3,English,"r 
diagnosing asymptomatic bacteriuria (ASB) in pregnancy. In settings 
where urine culture is not available, on-site midstream urine Gram-
staining is recommended over the use of dipstick tests as the method 
for diagnosing ASB in pregnancy.
Context-specific 
recommendation
X
X
X"
WHO_Antenatal_Care_2016.pdf,WHO,2016,129,WHO_Antenatal_Care_2016.pdf_129_1,English,"111
Chapter 4. Implementation of the ANC guideline and recommendations
m.	 Minimum requirements are: a protocol/standard operating procedure; training on how to ask about IPV, and on how to provide the minimum response or beyond; private setting; confidentiality ensured; system for 
referral in place; and time to allow for appropriate disclosure.
n.	
This recommendation is consistent with the 2013 publication Responding to intimate partner violence and sexual violence against women: WHO clinical and policy guidelines (86).
o.	
This is not a recommendation on routine screening for hyperglycaemia in pregnancy. It has been adapted and integrated from the 2013 WHO publication Diagnostic criteria and classification of hyperglycaemia 
first detected in pregnancy (94), which states that GDM should be diagnosed at any time in pregnancy if one or more of the following criteria are met: 
• fasting plasma glucose 5.1–6.9 mmol/L (92–125 mg/dL)
• 1-hour plasma glucose  10.0 mmol/L (180 mg/dL) following a 75 g oral glucose load
• 2-hour plasma glucose 8.5–11.0 mmol/L (153–199 mg/dL) following a 75 g oral glucose load.
Diabetes mellitus in pregnancy should be diagnosed if one or more of the follo"
WHO_Antenatal_Care_2016.pdf,WHO,2016,129,WHO_Antenatal_Care_2016.pdf_129_2,English,"wing a 75 g oral glucose load
• 2-hour plasma glucose 8.5–11.0 mmol/L (153–199 mg/dL) following a 75 g oral glucose load.
Diabetes mellitus in pregnancy should be diagnosed if one or more of the following criteria are met: 
• fasting plasma glucose  7.0 mmol/L (126 mg/dL)
• 2-hour plasma glucose  11.1 mmol/L (200 mg/dL) following a 75 g oral glucose load 
• random plasma glucose  11.1 mmol/L (200 mg/dL) in the presence of diabetes symptoms.
p.	
Integrated from the 2013 publication WHO recommendations for the prevention and management of tobacco use and second-hand smoke exposure in pregnancy (96).
q.	 Integrated from the 2014 WHO publication Guidelines for the identification and management of substance use and substance use disorders in pregnancy (97).
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
Intimate partner 
violence (IPV)
B.1.3: Clinical enquiry about the possibility of intimate partner 
violence (IPV) should be strongly considered at antenatal care visits 
when assessing conditions that may be caus"
WHO_Antenatal_Care_2016.pdf,WHO,2016,129,WHO_Antenatal_Care_2016.pdf_129_3,English,"ner 
violence (IPV)
B.1.3: Clinical enquiry about the possibility of intimate partner 
violence (IPV) should be strongly considered at antenatal care visits 
when assessing conditions that may be caused or complicated by 
IPV in order to improve clinical diagnosis and subsequent care, 
where there is the capacity to provide a supportive response 
(including referral where appropriate) and where the WHO minimum 
requirements are met.m n
Context-specific 
recommendation
X
X
X
X
X
X
X
X
Gestational 
diabetes mellitus 
(GDM)
B.1.4: Hyperglycaemia first detected at any time during pregnancy 
should be classified as either, gestational diabetes mellitus (GDM) or 
diabetes mellitus in pregnancy, according to WHO 2013 criteria.o
Recommended
X
X
X
X
X
X
X
X
Tobacco use
B.1.5: Health-care providers should ask all pregnant women about 
their tobacco use (past and present) and exposure to second-hand 
smoke as early as possible in the pregnancy and at every antenatal 
care visit.p
Recommended
X
X
X
X
X
X
X
X
Substance use
B.1.6: Health-care providers should ask all pregnant women about 
their use of alcohol and other substances (past and present) as early 
as possible in the pregnancy and at e"
WHO_Antenatal_Care_2016.pdf,WHO,2016,129,WHO_Antenatal_Care_2016.pdf_129_4,English,"X
X
X
X
X
X
Substance use
B.1.6: Health-care providers should ask all pregnant women about 
their use of alcohol and other substances (past and present) as early 
as possible in the pregnancy and at every antenatal care visit.q
Recommended
X
X
X
X
X
X
X
X"
WHO_Antenatal_Care_2016.pdf,WHO,2016,130,WHO_Antenatal_Care_2016.pdf_130_1,English,"WHO recommendations on antenatal care for a positive pregnancy experience
112
r.	
High-prevalence settings are defined in the 2015 WHO publication Consolidated guidelines on HIV testing services as settings with greater than 5% HIV prevalence in the population being tested (98). Low-prevalence 
settings are those with less than 5% HIV prevalence in the population being tested. In settings with a generalized or concentrated HIV epidemic, retesting of HIV-negative women should be performed in the third 
trimester because of the high risk of acquiring HIV infection during pregnancy; please refer to Recommendation B.1.7 for details.
s.	
Adapted and integrated from the 2015 WHO publication Consolidated guidelines on HIV testing services (98).
t.	
Adapted and integrated from the 2013 WHO publication Systematic screening for active tuberculosis: principles and recommendations (105).
u.	
Cardiotocography (CTG) is a continuous recording of the fetal heart rate and uterine contractions obtained via an ultrasound transducer placed on the mother’s abdomen.
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)"
WHO_Antenatal_Care_2016.pdf,WHO,2016,130,WHO_Antenatal_Care_2016.pdf_130_2,English,"via an ultrasound transducer placed on the mother’s abdomen.
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
Human 
immunodeficiency 
virus (HIV) and 
syphilis
B.1.7: In high prevalence settings,r provider-initiated testing and 
counselling (PITC) for HIV should be considered a routine component 
of the package of care for pregnant women in all antenatal care 
settings. In low-prevalence settings, PITC can be considered for 
pregnant women in antenatal care as a key component of the effort to 
eliminate mother-to-child transmission of HIV, and to integrate HIV 
testing with syphilis, viral or other key tests, as relevant to the setting, 
and to strengthen the underlying maternal and child health systems.s
Recommended
X
Tuberculosis (TB)
B.1.8: In settings where the tuberculosis (TB) prevalence in the 
general population is 100/100 000 population or higher, systematic 
screening for active TB should be considered for pregnant women as 
part of antenatal care.t
Context-specific 
recommendation
X
Daily fetal 
mo"
WHO_Antenatal_Care_2016.pdf,WHO,2016,130,WHO_Antenatal_Care_2016.pdf_130_3,English,"ulation is 100/100 000 population or higher, systematic 
screening for active TB should be considered for pregnant women as 
part of antenatal care.t
Context-specific 
recommendation
X
Daily fetal 
movement 
counting
B.2.1: Daily fetal movement counting, such as with “count-to-ten” kick 
charts, is only recommended in the context of rigorous research.
Context-specific 
recommendation 
(research)
Symphysis-fundal 
height (SFH) 
measurement
B.2.2: Replacing abdominal palpation with symphysis-fundal height 
(SFH) measurement for the assessment of fetal growth is not 
recommended to improve perinatal outcomes. A change from what 
is usually practiced (abdominal palpation or SFH measurement) in a 
particular setting is not recommended.
Context-specific 
recommendation
X
X
X
X
X
X
X
X
Antenatal cardio-
tocography
B.2.3: Routine antenatal cardiotocographyu is not recommended for 
pregnant women to improve maternal and perinatal outcomes.
Not recommended"
WHO_Antenatal_Care_2016.pdf,WHO,2016,131,WHO_Antenatal_Care_2016.pdf_131_1,English,"113
Chapter 4. Implementation of the ANC guideline and recommendations
Type of 
intervention
Recommendation
Type of 
recommendation
Eight scheduled ANC contacts 
(weeks of gestation)
1
2
3
4
5
6
7
8
(12 
weeks)
(20 
weeks)
(26 
weeks)
(30 
weeks)
(34 
weeks)
(36 
weeks)
(38 
weeks)
(40 
weeks)
Ultrasound scan
B.2.4: One ultrasound scan before 24 weeks of gestation (early 
ultrasound) is recommended for pregnant women to estimate 
gestational age, improve detection of fetal anomalies and multiple 
pregnancies, reduce induction of labour for post-term pregnancy, and 
improve a woman’s pregnancy experience.
Recommended
X
X
Doppler 
ultrasound of fetal 
blood vessels
B.2.5: Routine Doppler ultrasound examination is not recommended 
for pregnant women to improve maternal and perinatal outcomes.v
Not recommended
C. Preventive measures
Antibiotics for 
asymptomatic 
bacteriuria (ASB)
C.1: A seven-day antibiotic regimen is recommended for all pregnant 
women with asymptomatic bacteriuria (ASB) to prevent persistent 
bacteriuria, preterm birth and low birth weight.
Recommended
X
X
X
Antibiotic 
prophylaxis to 
prevent recurrent 
urinary tract 
infections
C.2: Antibiotic prophylaxis is only"
WHO_Antenatal_Care_2016.pdf,WHO,2016,131,WHO_Antenatal_Care_2016.pdf_131_2,English,"to prevent persistent 
bacteriuria, preterm birth and low birth weight.
Recommended
X
X
X
Antibiotic 
prophylaxis to 
prevent recurrent 
urinary tract 
infections
C.2: Antibiotic prophylaxis is only recommended to prevent recurrent 
urinary tract infections in pregnant women in the context of rigorous 
research.
Context-specific 
recommendation 
(research)
Antenatal anti-D 
immunoglobulin 
administration
C.3: Antenatal prophylaxis with anti-D immunoglobulin in non-
sensitized Rh-negative pregnant women at 28 and 34 weeks of 
gestation to prevent RhD alloimmunization is only recommended in 
the context of rigorous research.
Context-specific 
recommendation 
(research)
Preventive 
anthelminthic 
treatment
C.4: In endemic areasw, preventive anthelminthic treatment is 
recommended for pregnant women after the first trimester as part of 
worm infection reduction programmes.x
Context-specific 
recommendation
X
v.	
Doppler ultrasound technology evaluates umbilical artery (and other fetal arteries) waveforms to assess fetal well-being in the third trimester of pregnancy.
w.	 Areas with greater than 20% prevalence of infection with any soil-transmitted helminths.
x.	
Consistent with the 20"
WHO_Antenatal_Care_2016.pdf,WHO,2016,131,WHO_Antenatal_Care_2016.pdf_131_3,English,"eries) waveforms to assess fetal well-being in the third trimester of pregnancy.
w.	 Areas with greater than 20% prevalence of infection with any soil-transmitted helminths.
x.	
Consistent with the 2016 WHO publication Guideline: preventive chemotherapy to control soil-transmitted helminth infections in high-risk groups (140)."
